                          1                           2                           3                           4                           5                           6                           7                           8                           9                          10                          11                          12                          13                          14                          15                          16                          17                          18                          19                          20                          21                          22                          23                          24                          25                          26                          27                          28                          29                          30                          31                          32                          33                          34                          35                          36                          37                          38                          39                          40                          41                          42                          43                          44                          45 
               model_number                   num_zones                initial_mass                   initial_z                    star_age                   time_step                        Teff               photosphere_L               photosphere_r                  center_eta                   center_h1                  center_he3                  center_he4                  center_c12                  center_n14                  center_o16                 center_ne20                   star_mass                   star_mdot                star_mass_h1               star_mass_he3               star_mass_he4               star_mass_c12               star_mass_n14               star_mass_o16              star_mass_ne20                he_core_mass                 c_core_mass                 o_core_mass                si_core_mass                fe_core_mass      neutron_rich_core_mass                  tau10_mass                tau10_radius                 tau100_mass               tau100_radius                dynamic_time                kh_timescale               nuc_timescale              power_nuc_burn                power_h_burn               power_he_burn                   power_neu                   burn_min1                   burn_min2 
                       1021                         940     3.0000000000000000E+000     2.0000000000000000E-002     3.0337555739005768E+008     1.6794146933725202E+006     1.0433283569844809E+004     1.5119506108784199E+002     3.7686483540829792E+000    -2.4237051564423426E+000     1.7449425829442581E-004     0.0000000000000000E+000     9.8034291325983502E-001     1.3687631801281847E-004     1.2341057851729544E-002     8.1487407921155218E-004     2.0994599495976762E-003     3.0000000000000000E+000     0.0000000000000000E+000     1.8006168092177328E+000     3.2204091723135906E-004     1.1388490032641871E+000     5.6610646451495132E-003     1.2421572866897455E-002     2.3560156389306718E-002     6.2983798490466592E-003     2.2084775858115541E-001     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     2.9999999996229305E+000     3.7573615553361761E+000     2.9999999959192087E+000     3.7396126924074848E+000     4.2291332434033407E+004     3.7076508303708490E+005     1.9841917972816893E+008     1.5047880009612584E+002     1.5047880009612587E+002     1.0902524842369782E-027     1.0214145911397129E+001     5.0000000000000000E+001     1.0000000000000000E+003 

                          1                           2                           3                           4                           5                           6                           7                           8                           9                          10                          11                          12                          13                          14                          15                          16                          17                          18                          19                          20                          21                          22                          23                          24                          25                          26                          27                          28                          29                          30                          31                          32                          33                          34                          35                          36                          37                          38                          39                          40                          41                          42                          43                          44                          45                          46                          47                          48                          49                          50                          51                          52                          53                          54                          55                          56                          57                          58                          59                          60                          61                          62                          63                          64                          65                          66                          67                          68                          69                          70                          71                          72                          73                          74                          75                          76                          77                          78                          79                          80                          81                          82                          83                          84                          85                          86                          87                          88                          89                          90                          91                          92                          93                          94 
                       zone                        logT                      logRho                        logP                        logR                  luminosity              luminosity_rad             luminosity_conv                    eps_grav   log_abs_eps_grav_dm_div_L         signed_log_eps_grav                  net_energy            signed_log_power                    velocity                     entropy                 mixing_type                      csound                v_div_csound                         eta                          mu                       logdq                    dq_ratio                           q                       log_q                      radius                        rmid                 temperature                         tau                      logtau                    pressure             pgas_div_ptotal                     logPgas                      energy                       grada                      free_e           x_mass_fraction_H          y_mass_fraction_He      z_mass_fraction_metals                        abar                          ye                     opacity                 log_opacity                     eps_nuc             log_abs_eps_nuc             d_lnepsnuc_dlnd             d_lnepsnuc_dlnT                 non_nuc_neu           mlt_mixing_length             mlt_mixing_type             gradT_sub_grada               log_mlt_Gamma                   log_D_mix                log_conv_vel         conv_vel_div_csound               log_mlt_D_mix       pressure_scale_height                       gradT                       gradr                        mass                       logxq                       logxm                           x                           y                           z                          h1                         he3                         he4                         c12                         n14                         o16                        ne20                        mg24                          pp                         cno                    tri_alfa                      burn_c                      burn_n                      burn_o                     burn_ne                     burn_na                     burn_mg                     burn_si                      burn_s                     burn_ar                     burn_ca                     burn_ti                     burn_cr                     burn_fe                     c12_c12                     c12_o16                     o16_o16                       pnhe4                       photo                       other 
                          1     4.0206011903766345E+000    -9.4948829881109056E+000     2.6157111895004861E+000     5.7618561608955121E-001     1.5119506108784199E+002     1.5126995025270810E+002    -7.4889164866107444E-002     2.8103493007443879E-003    -1.6664451086246910E+001     0.0000000000000000E+000     0.0000000000000000E+000     3.5764072357014996E+001     3.2234640418258887E-004     3.6666528247829334E+001                           1     1.2126867087608585E+006     2.6581177302748478E-010    -1.7609771966934670E+001     7.2577454149753207E-001    -1.2124938736608300E+001     1.0000000000000000E+000     1.0000000000000000E+000     0.0000000000000000E+000     3.7686483540829792E+000     3.7685321139812742E+000     1.0485790834728492E+004     6.6666666666666663E-001    -1.7609125905568127E-001     4.1277291227338958E+002     9.2613727914583943E-001     2.5823865554012819E+000     1.1519106196485123E+013     1.1371929664167230E-001     6.0541322514974494E-001     6.9999999999962892E-001     2.8000000000037134E-001     1.9999999999999796E-002     1.2966439685558968E+000     8.5000496627241828E-001     1.0526452034067615E+001     1.0222820158509309E+000     1.3030113114221521E-036    -3.5885051814166999E+001     1.3030452213519709E-036     1.2844936997783763E-036     0.0000000000000000E+000     4.4564064826836789E+008                           1     2.4202969894565829E-002    -7.6891718599709753E+000    -9.8999999999999986E+001    -1.1065618889164448E+000     6.4519277202561586E-008     9.6046255485207723E+000     3.2015334367968035E-003     1.3792226653623813E-001     1.3792226653623813E-001     3.0000000000000000E+000    -9.8999999999999986E+001    -9.8999999999999986E+001     6.9999999999962892E-001     2.8000000000037134E-001     1.9999999999999796E-002     6.9999999999962892E-001     2.9797635622303007E-005     2.7997020236474901E-001     3.4416106108119946E-003     1.0081585468366039E-003     9.3604466091399604E-003     2.0994599496976492E-003     4.0903242835137674E-003     1.3030113114221521E-036     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000 
                          2     4.0250831060240220E+000    -9.4693659248874464E+000     2.6470792708813766E+000     5.7615882369903826E-001     1.5119506108784199E+002     1.5126995025270810E+002    -7.4889164866107444E-002     2.6511931711773228E-003    -1.6663441077180352E+001     0.0000000000000000E+000     0.0000000000000000E+000     3.5764072357014996E+001     3.2236776799087391E-004     3.6719971924097592E+001                           1     1.2248688343304461E+006     2.6451435490952687E-010    -1.7552800655365459E+001     7.2168134152919428E-001    -1.2098609797885951E+001     9.4117647058823550E-001     9.9999999999925004E-001    -3.2570160182849484E-013     3.7684158667083114E+000     3.7682993947254433E+000     1.0594564419798804E+004     7.2116649823129841E-001    -1.4196445661855864E-001     4.4368962229789037E+002     9.2838815173869793E-001     2.6148088601541213E+000     1.1644035507925980E+013     1.1771462671461326E-001     6.1378933935149727E-001     6.9999999999962892E-001     2.8000000000037134E-001     1.9999999999999796E-002     1.2966439685558968E+000     8.5000496627241828E-001     1.0947350662775346E+001     1.0393090295184244E+000     1.3818659731730604E-036    -3.5859534077029849E+001     1.3819030073894429E-036     1.3763585259942429E-036     0.0000000000000000E+000     4.4860472189840770E+008                           1     2.7150691105216090E-002    -7.6136296702452455E+000     6.3056169222120255E+000    -1.0429114025740949E+000     7.3960359397267148E-008     9.6676551387565706E+000     3.2445575015414021E-003     1.4280711747922339E-001     1.4280711747922342E-001     2.9999999999977502E+000    -1.2124938736608300E+001    -1.1647817481888637E+001     6.9999999999962892E-001     2.8000000000037134E-001     1.9999999999999796E-002     6.9999999999962892E-001     2.9797635622303007E-005     2.7997020236474901E-001     3.4416106108119946E-003     1.0081585468366039E-003     9.3604466091399604E-003     2.0994599496976492E-003     4.0903242835137674E-003     1.3818659731730605E-036     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000 
                          3     4.0289631300830999E+000    -9.4489632486354367E+000     2.6726088527534109E+000     5.7613197620219747E-001     1.5119506108784199E+002     1.5076839857554705E+002     4.2666251229491886E-001     2.5189944029244109E-003    -1.6849157378849505E+001     0.0000000000000000E+000     0.0000000000000000E+000     3.5764072357014996E+001     3.2238535694579010E-004     3.6768478838806260E+001                           1     1.2357354215270688E+006     2.6180473125382222E-010    -1.7507220029831405E+001     7.1830465644628172E-001    -1.2262111929633610E+001     1.4571428571428566E+000     9.9999999999845313E-001    -6.7179872957486697E-013     3.7681829155422659E+000     3.7681066434387938E+000     1.0689641244626568E+004     7.8139537339296272E-001    -1.0712916454181373E-001     4.7055333171713067E+002     9.3001976490645211E-001     2.6411010310907814E+000     1.1750263635901557E+013     1.2154559511694077E-001     6.2121442625615264E-001     6.9999999999962892E-001     2.8000000000037134E-001     1.9999999999999796E-002     1.2966439685558968E+000     8.5000496627241828E-001     1.1278269289869323E+001     1.0522424599728568E+000     1.4483354224045206E-036    -3.5839130847510511E+001     1.4483751605620806E-036     1.4555086371340556E-036     0.0000000000000000E+000     4.5481419056532300E+008                           1     3.2741139946226461E-002    -7.4888890112589594E+000     6.3789290449421800E+000    -9.6293602536479772E-001     8.8132984880613827E-008     9.7710563396190206E+000     3.2826810337647184E-003     1.5272762001570836E-001     1.5272762001570844E-001     2.9999999999953593E+000    -1.1810544779386337E+001    -1.1333423524666674E+001     6.9999999999962892E-001     2.8000000000037134E-001     1.9999999999999796E-002     6.9999999999962892E-001     2.9797635622303007E-005     2.7997020236474901E-001     3.4416106108119946E-003     1.0081585468366039E-003     9.3604466091399604E-003     2.0994599496976492E-003     4.0903242835137674E-003     1.4483354224045206E-036     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000 
                          4     4.0320997661316760E+000    -9.4333952103232175E+000     2.6923378519824959E+000     5.7611439430904632E-001     1.5119506108784196E+002     1.5116023322616073E+002     3.4827861681243764E-002     2.4003043084100677E-003    -1.6870118276704900E+001     0.0000000000000000E+000     0.0000000000000000E+000     3.5764072357014996E+001     3.2239505135224256E-004     3.6809527965922484E+001                           1     1.2447878829711603E+006     2.5992983230923419E-010    -1.7473708629608630E+001     7.1570098400146143E-001    -1.2262111929633610E+001     1.0000000000000000E+000     9.9999999999790623E-001    -9.0931258458737394E-013     3.7680303682474894E+000     3.7679567759196217E+000     1.0767125276322711E+004     8.2398271007862733E-001    -8.4081901162380901E-002     4.9242245836809218E+002     9.3116759530839788E-001     2.6613657060756575E+000     1.1834253839821695E+013     1.2493369448932889E-001     6.2653021136454046E-001     6.9999999999962892E-001     2.8000000000037134E-001     1.9999999999999796E-002     1.2966439685558968E+000     8.5000496627241828E-001     1.1523126944083542E+001     1.0615703462996018E+000     1.5011967716867612E-036    -3.5823562378205217E+001     1.5012387051001850E-036     1.5195670152668662E-036     0.0000000000000000E+000     4.5913777424207091E+008                           1     3.5770795947095493E-002    -7.4290102205727466E+000     6.3930154551778040E+000    -9.4427676960848961E-001     9.1333032630106233E-008     9.8205576860368726E+000     3.3140151013516615E-003     1.5901044075023033E-001     1.5901044075023044E-001     2.9999999999937192E+000    -1.1679075175619079E+001    -1.1201953920899417E+001     6.9999999999962892E-001     2.8000000000037134E-001     1.9999999999999796E-002     6.9999999999962892E-001     2.9797635622303007E-005     2.7997020236474901E-001     3.4416106108119946E-003     1.0081585468366039E-003     9.3604466091399604E-003     2.0994599496976492E-003     4.0903242835137674E-003     1.5011967716867614E-036     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000 
                          5     4.0352103736142393E+000    -9.4186448646375762E+000     2.7112116158046899E+000     5.7609742948271359E-001     1.5119506108784199E+002     1.5116025873005717E+002     3.4802357784814310E-002     2.2646974807646407E-003    -1.6895374384383818E+001     0.0000000000000000E+000     0.0000000000000000E+000     3.5764072357014996E+001     3.2240314447037796E-004     3.6851009501620929E+001                           1     1.2540101646559788E+006     2.5803603556569868E-010    -1.7443373203278068E+001     7.1323902905017533E-001    -1.2262111929633610E+001     1.0000000000000000E+000     9.9999999999735933E-001    -1.1468264396000109E-012     3.7678831807169915E+000     3.7678120403923963E+000     1.0844520988209877E+004     8.6749810349057177E-001    -6.1731465983174978E-002     5.1429418727194570E+002     9.3217940302988567E-001     2.6807111185534906E+000     1.1915395107889885E+013     1.2855703383687142E-001     6.3103243537293985E-001     6.9999999999962892E-001     2.8000000000037134E-001     1.9999999999999796E-002     1.2966439685558968E+000     8.5000496627241828E-001     1.1745459190851093E+001     1.0698700002668353E+000     1.5530605317468900E-036    -3.5808811616975021E+001     1.5531046568923391E-036     1.5833655569144427E-036     0.0000000000000000E+000     4.6349912478897601E+008                           1     3.8082934439443217E-002    -7.3864909611557188E+000     6.3864042623989343E+000    -9.4634791651294270E-001     9.0230014406385331E-008     9.8558541524421237E+000     3.3453685639420246E-003     1.6482829860254339E-001     1.6482829860254353E-001     2.9999999999920783E+000    -1.1578293269370212E+001    -1.1101172014650551E+001     6.9999999999962892E-001     2.8000000000037134E-001     1.9999999999999796E-002     6.9999999999962892E-001     2.9797635622303007E-005     2.7997020236474901E-001     3.4416106108119946E-003     1.0081585468366039E-003     9.3604466091399604E-003     2.0994599496976492E-003     4.0903242835137674E-003     1.5530605317468900E-036     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000 
                          6     4.0385078628200315E+000    -9.4036408929407926E+000     2.7305675440917718E+000     5.7608102928362848E-001     1.5119506108784199E+002     1.5127188510941460E+002    -7.6824021572607329E-002     2.1021480136762098E-003    -1.6869729342651407E+001     0.0000000000000000E+000     0.0000000000000000E+000     3.5764072357014996E+001     3.2240986435814664E-004     3.6894156258776867E+001                           1     1.2640255809838788E+006     2.5613718623748363E-010    -1.7413662910461909E+001     7.1076843887597729E-001    -1.2204119982655923E+001     8.7499999999999989E-001     9.9999999999681244E-001    -1.3843402946127776E-012     3.7677408973813216E+000     3.7676623489579368E+000     1.0927174104533189E+004     9.1185650966177401E-001    -4.0073497159486986E-002     5.3773405825641544E+002     9.3313549455646672E-001     2.7005122535036286E+000     1.1998686028542010E+013     1.3266946561637658E-001     6.3521127442929937E-001     6.9999999999962892E-001     2.8000000000037134E-001     1.9999999999999796E-002     1.2966439685558968E+000     8.5000496627241828E-001     1.1958821109748715E+001     1.0776883693877082E+000     1.6076547377376965E-036    -3.5793807215286215E+001     1.6077012098633260E-036     1.6515170059442451E-036     0.0000000000000000E+000     4.6785549914808291E+008                           1     3.9710131950947331E-002    -7.3581462301215312E+000     6.3643811816000699E+000    -9.6391738936923610E-001     8.5966005541146647E-008     9.8796194523126566E+000     3.3788049967160482E-003     1.7018630061825449E-001     1.7018630061825468E-001     2.9999999999904374E+000    -1.1496549806557988E+001    -1.1019428551838326E+001     6.9999999999962892E-001     2.8000000000037134E-001     1.9999999999999796E-002     6.9999999999962892E-001     2.9797635622303007E-005     2.7997020236474901E-001     3.4416106108119946E-003     1.0081585468366039E-003     9.3604466091399604E-003     2.0994599496976492E-003     4.0903242835137674E-003     1.6076547377376965E-036     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000 
                          7     4.0411125179357139E+000    -9.3921606453168884E+000     2.7454569772244128E+000     5.7606292051754804E-001     1.5119506108784199E+002     1.5072167488368387E+002     4.7338620415811811E-001     1.9580067636767737E-003    -1.7201608442372191E+001     0.0000000000000000E+000     0.0000000000000000E+000     3.5764072357014996E+001     3.2241610034887348E-004     3.6926567083862679E+001                           1     1.2720806855538078E+006     2.5398592570931685E-010    -1.7391431808472166E+001     7.0891978591710747E-001    -1.2505149978319906E+001     2.0000000000000027E+000     9.9999999999618749E-001    -1.6557502600751502E-012     3.7675837972592827E+000     3.7675455448492987E+000     1.0992906090846767E+004     9.6347683747771384E-001    -1.6158721565384632E-002     5.5648950367302905E+002     9.3382029543653955E-001     2.7157202857786276E+000     1.2062226983949846E+013     1.3610494881871577E-001     6.3828043118104949E-001     6.9999999999962892E-001     2.8000000000037134E-001     1.9999999999999796E-002     1.2966439685558968E+000     8.5000496627241828E-001     1.2111611327331438E+001     1.0832019254730680E+000     1.6507198221164073E-036    -3.5782326633602501E+001     1.6507681739828464E-036     1.7059577069396915E-036     0.0000000000000000E+000     4.7276937681852436E+008                           1     4.0826088913523517E-002    -7.3395348987429472E+000     6.3247481033958204E+000    -9.9861942706235474E-001     7.8861659962055855E-008     9.8955653605312701E+000     3.4051488082028933E-003     1.7578587666479289E-001     1.7578587666479309E-001     2.9999999999885625E+000    -1.1418790147645156E+001    -1.0941668892925495E+001     6.9999999999962892E-001     2.8000000000037134E-001     1.9999999999999796E-002     6.9999999999962892E-001     2.9797635622303007E-005     2.7997020236474901E-001     3.4416106108119946E-003     1.0081585468366039E-003     9.3604466091399604E-003     2.0994599496976492E-003     4.0903242835137674E-003     1.6507198221164073E-036     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000 
                          8     4.0436916163814320E+000    -9.3811169519940218E+000     2.7598525549284951E+000     5.7605410152435754E-001     1.5119506108784199E+002     1.5162438265185949E+002    -4.2932156401751603E-001     1.8078758167577866E-003    -1.6935224038975786E+001     0.0000000000000000E+000     0.0000000000000000E+000     3.5764072357014996E+001     3.2241871258995052E-004     3.6956468694806183E+001                           1     1.2801747647391835E+006     2.5291571970356913E-010    -1.7370247364044680E+001     7.0717445015937519E-001    -1.2204119982655923E+001     4.9999999999999933E-001     9.9999999999587497E-001    -1.7914793509930640E-012     3.7675072916625392E+000     3.7674327040114082E+000     1.1058382720099431E+004     9.8961838220334952E-001    -4.5322462656228139E-003     5.7524460586255623E+002     9.3443898929413782E-001     2.7304035059318719E+000     1.2123309070204262E+013     1.3966505229476425E-001     6.4126575994874768E-001     6.9999999999962892E-001     2.8000000000037134E-001     1.9999999999999796E-002     1.2966439685558968E+000     8.5000496627241828E-001     1.2248108525154343E+001     1.0880690258014774E+000     1.6932355781768283E-036    -3.5771282614729358E+001     1.6932858100193554E-036     1.7603188986389619E-036     0.0000000000000000E+000     4.7520875092238760E+008                           1     4.1065012257642891E-002    -7.3352803718074862E+000     6.2990702452571217E+000    -1.0218814380315453E+000     7.4276135528649167E-008     9.8993326045138215E+000     3.4313920610342195E-003     1.7835666223504149E-001     1.7835666223504168E-001     2.9999999999876255E+000    -1.1384576047114056E+001    -1.0907454792394393E+001     6.9999999999962892E-001     2.8000000000037134E-001     1.9999999999999796E-002     6.9999999999962892E-001     2.9797635622303007E-005     2.7997020236474901E-001     3.4416106108119946E-003     1.0081585468366039E-003     9.3604466091399604E-003     2.0994599496976492E-003     4.0903242835137674E-003     1.6932355781768283E-036     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000 
                          9     4.0462316948563535E+000    -9.3704501993995599E+000     2.7737886938519809E+000     5.7603690485532255E-001     1.5119506108784194E+002     1.5073429658883779E+002     4.6076449900416377E-001     1.6477042077173596E-003    -1.7276543379299518E+001     0.0000000000000000E+000     0.0000000000000000E+000     3.5764072357014996E+001     3.2242303655321560E-004     3.6983308262341666E+001                           1     1.2882335196285846E+006     2.5080088489702063E-010    -1.7349854230881228E+001     7.0554160326749538E-001    -1.2505149978319906E+001     2.0000000000000027E+000     9.9999999999525002E-001    -2.0628893164556911E-012     3.7673581134067970E+000     3.7673217218886776E+000     1.1123249911971583E+004     1.0424938664897800E+000     1.8073508482745446E-002     5.9400307586847623E+002     9.3500651644661648E-001     2.7446033315126757E+000     1.2181363015318643E+013     1.4330212771895956E-001     6.4421309681113648E-001     6.9999999999962892E-001     2.8000000000037134E-001     1.9999999999999796E-002     1.2966439685558968E+000     8.5000496627241828E-001     1.2369920002906113E+001     1.0923668910269553E+000     1.7353395155905869E-036    -3.5760615543742006E+001     1.7353916326082641E-036     1.8146734098173016E-036     0.0000000000000000E+000     4.8002380537138122E+008                           1     4.0986118756034334E-002    -7.3351972175689477E+000     6.2374119677876001E+000    -1.0788345064884881E+000     6.4739732153566759E-008     9.8997913339691941E+000     3.4570474069943939E-003     1.8307588800026212E-001     1.8307588800026228E-001     2.9999999999857505E+000    -1.1323306390375132E+001    -1.0846185135655469E+001     6.9999999999962892E-001     2.8000000000037134E-001     1.9999999999999796E-002     6.9999999999962892E-001     2.9797635622303007E-005     2.7997020236474901E-001     3.4416106108119946E-003     1.0081585468366039E-003     9.3604466091399604E-003     2.0994599496976492E-003     4.0903242835137674E-003     1.7353395155905869E-036     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000 
