                          1                           2                           3                           4                           5                           6                           7                           8                           9                          10                          11                          12                          13                          14                          15                          16                          17                          18                          19                          20                          21                          22                          23                          24                          25                          26                          27                          28                          29                          30                          31                          32                          33                          34                          35                          36                          37                          38                          39                          40                          41                          42                          43                          44                          45 
               model_number                   num_zones                initial_mass                   initial_z                    star_age                   time_step                        Teff               photosphere_L               photosphere_r                  center_eta                   center_h1                  center_he3                  center_he4                  center_c12                  center_n14                  center_o16                 center_ne20                   star_mass                   star_mdot                star_mass_h1               star_mass_he3               star_mass_he4               star_mass_c12               star_mass_n14               star_mass_o16              star_mass_ne20                he_core_mass                 c_core_mass                 o_core_mass                si_core_mass                fe_core_mass      neutron_rich_core_mass                  tau10_mass                tau10_radius                 tau100_mass               tau100_radius                dynamic_time                kh_timescale               nuc_timescale              power_nuc_burn                power_h_burn               power_he_burn                   power_neu                   burn_min1                   burn_min2 
                       1000                         876     7.0000000000000000E+000     1.0000000000000000E-003     5.2199198979961760E+006     2.3817018023703329E+005     2.4860107302905824E+004     2.1402941543342531E+003     2.4974084189994912E+000    -4.4736888579154357E+000     7.1358663366554387E-001     1.7023199862279334E-007     2.8544082517584202E-001     7.2039282374835580E-006     6.2854873556475834E-004     2.5990369658239318E-005     1.0269720867420737E-004     6.9991254490445876E+000    -1.5198627228463197E-010     5.1915178072937422E+000     1.0805677090644585E-004     1.8005250530325412E+000     5.2491106738581826E-004     2.1104709421740624E-003     2.1650263456692155E-003     7.1879064677751899E-004     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     6.9991254486646719E+000     2.4926088980389340E+000     6.9991254444898141E+000     2.4826099838241058E+000     1.4936403584303376E+004     2.1513152587524394E+005     3.2701698665442057E+007     2.1432213332001179E+003     2.1432213332001174E+003     1.5334118070486798E-029     1.5924762704075349E+002     5.0000000000000000E+001     1.0000000000000000E+003 

                          1                           2                           3                           4                           5                           6                           7                           8                           9                          10                          11                          12                          13                          14                          15                          16                          17                          18                          19                          20                          21                          22                          23                          24                          25                          26                          27                          28                          29                          30                          31                          32                          33                          34                          35                          36                          37                          38                          39                          40                          41                          42                          43                          44                          45                          46                          47                          48                          49                          50                          51                          52                          53                          54                          55                          56                          57                          58                          59                          60                          61                          62                          63                          64                          65                          66                          67                          68                          69                          70                          71                          72                          73                          74                          75                          76                          77                          78                          79                          80                          81                          82 
                       zone                        logT                      logRho                        logP                        logR                  luminosity                        logL                    velocity                     entropy            conv_mixing_type                      csound                v_div_csound                total_energy                     v_div_r                         eta                          mu                       logdq                    dq_ratio                           q                      radius                 temperature                         tau                      logtau                    pressure             pgas_div_ptotal                     logPgas                       grada                      free_e                        abar                          ye                 log_opacity                     eps_nuc                 non_nuc_neu                    logPvisc                    eps_grav           mlt_mixing_length                   log_D_mix                log_conv_vel         conv_vel_div_csound               log_mlt_D_mix       pressure_scale_height                       gradT                       gradr                     dlnd_dt                     dlnT_dt                        mass                        mmid                       logxq                          h1                         he3                         he4                         c12                         n14                         o16                         o18                        ne20                        ne22                        mg24                          pp                         cno                    tri_alfa                      burn_c                      burn_n                      burn_o                     burn_ne                     burn_na                     burn_mg                     burn_si                      burn_s                     burn_ar                     burn_ca                     burn_ti                     burn_cr                     burn_fe                     c12_c12                     c12_o16                     o16_o16                       pnhe4                       photo                       other             gradr_sub_grada                        logQ 
                          1     4.3976239166140010E+000    -8.6584254524177950E+000     3.9232808077023829E+000     3.9748957143159036E-001     2.1402941543342531E+003     3.3304734653235220E+000     1.5945354328006885E-003     4.0978274805418387E+001                           0     2.4311822968293726E+006     6.5586831348690000E-010    -5.3268350335080810E+015     9.1737699081595796E-015    -1.6689665313588993E+001     6.1613136349584663E-001    -1.2301029995691232E+001     1.0000000000000000E+000     1.0000000000000000E+000     2.4974084189994912E+000     2.4981810898558200E+004     6.6666666666666663E-001    -1.7609125905568127E-001     8.3807098996077202E+003     8.8279487880025442E-001     3.8691406128045500E+000     3.1775772063469543E-001     8.1418137124144963E-001     1.2231471694662732E+000     8.7850392403423183E-001     4.6088126291993714E-001     1.0457731178544673E-035     0.0000000000000000E+000     0.0000000000000000E+000    -2.9175613697817136E+005     2.1468335566609070E+008    -9.8999999999999986E+001    -9.8999999999999986E+001     0.0000000000000000E+000    -9.8999999999999986E+001     1.7830171160164783E-003     1.4478570440328506E-001     1.4478570440328506E-001    -1.4132234067633622E-012    -4.1400237074066013E-013     6.9991254490445876E+000     6.9991254490428378E+000    -9.8999999999999986E+001     7.5700000000000023E-001     2.5753670467205388E-005     2.4197424632953271E-001     1.7208053054058482E-004     5.0407927341824506E-005     4.6688364896251179E-004     1.1386814944335024E-006     1.0269720867421450E-004     6.7096501175682207E-006     2.0008235286875326E-004     1.0457731178544673E-035     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000    -1.7297201623141037E-001    -5.4536732856457988E+000 
                          2     4.4016154773263603E+000    -8.6341249822513717E+000     3.9501506297317319E+000     3.9746870421906266E-001     2.1402941548629142E+003     3.3304734654307944E+000     1.5933477694207597E-003     4.0888940191340915E+001                           0     2.4398261565751340E+006     6.5412596774858170E-010    -5.3270703324271710E+015     9.1673774456191942E-015    -1.6648914324550770E+001     6.1612744954680243E-001    -1.2348544391370813E+001     1.1156151303419539E+000     9.9999999999949996E-001     2.4972884250726977E+000     2.5212474810735308E+004     7.1965885272823760E-001    -1.4287332785847229E-001     8.9156011123931476E+003     8.8570084778840386E-001     3.8974376901142267E+000     3.1893084633646546E-001     8.1306359496159364E-001     1.2231471694662732E+000     8.7850392403423183E-001     4.7218736996222244E-001     1.1059604813251218E-035     0.0000000000000000E+000     0.0000000000000000E+000    -2.6537252027152333E+005     2.1535213360867789E+008    -9.8999999999999986E+001    -9.8999999999999986E+001     0.0000000000000000E+000    -9.8999999999999986E+001     1.7934246290988391E-003     1.4882047474617371E-001     1.4882047474617371E-001    -1.4057789871718687E-012    -4.1277956186345699E-013     6.9991254490410881E+000     6.9991254490395196E+000    -1.2301029995691232E+001     7.5700000000000023E-001     2.5753670467205388E-005     2.4197424632953274E-001     1.7208053054058482E-004     5.0407927341824506E-005     4.6688364896251179E-004     1.1386814944335024E-006     1.0269720867421450E-004     6.7096501175682216E-006     2.0008235286875326E-004     1.1059604813251218E-035     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000    -1.6955586350186619E-001    -5.4373559369040905E+000 
                          3     4.4053464531874136E+000    -8.6127443940287005E+000     3.9741101747548391E+000     3.9745101505100144E-001     2.1402941552939374E+003     3.3304734655182546E+000     1.5923410734695258E-003     4.0811469980715550E+001                           0     2.4482655994388531E+006     6.5149418207804365E-010    -5.3272632470346050E+015     9.1619585546433928E-015    -1.6613156382305608E+001     6.1612615766070511E-001    -1.2348544391370813E+001     1.0000000000000004E+000     9.9999999999905187E-001     2.4971867105521119E+000     2.5430005446276664E+004     7.6841642841422553E-001    -1.1440335868101696E-001     9.4212857174280998E+003     8.8805431257776302E-001     3.9225497023932450E+000     3.1989904491586851E-001     8.1259989023616863E-001     1.2231471694662734E+000     8.7850392403423183E-001     4.8178368796712123E-001     1.1617741281930752E-035     0.0000000000000000E+000     0.0000000000000000E+000    -2.4131064036521869E+005     2.1657770139002085E+008    -9.8999999999999986E+001    -9.8999999999999986E+001     0.0000000000000000E+000    -9.8999999999999986E+001     1.8039591882882649E-003     1.5574963410638498E-001     1.5574963410638498E-001    -1.3992290705502865E-012    -4.1163658280793041E-013     6.9991254490379511E+000     6.9991254490363835E+000    -1.2023107727048956E+001     7.5700000000000012E-001     2.5753670467205378E-005     2.4197424632953266E-001     1.7208053054058479E-004     5.0407927341824499E-005     4.6688364896251168E-004     1.1386814944335021E-006     1.0269720867421446E-004     6.7096501175682190E-006     2.0008235286875318E-004     1.1617741281930753E-035     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000    -1.6366531151978203E-001    -5.4234373004035277E+000 
                          4     4.4083095586375327E+000    -8.5965478815802960E+000     3.9924580166670363E+000     3.9743417363452554E-001     2.1402941556858782E+003     3.3304734655977848E+000     1.5913826984981603E-003     4.0752706173417955E+001                           0     2.4551769761969172E+006     6.4885031786806663E-010    -5.3274480642363710E+015     9.1567993716977369E-015    -1.6585731284998950E+001     6.1612633516515114E-001    -1.2564937855664560E+001     1.6458621744204931E+000     9.9999999999860367E-001     2.4970898745393839E+000     2.5604102589289796E+004     8.1826732253987700E-001    -8.7104792003643308E-002     9.8278386249852483E+003     8.8971614274958821E-001     3.9417094870189011E+000     3.2059283412494005E-001     8.1289423678651351E-001     1.2231471694662732E+000     8.7850392403423183E-001     4.8885196437128348E-001     1.2059224419500942E-035     0.0000000000000000E+000     0.0000000000000000E+000    -2.2439564079197546E+005     2.1786834832134965E+008    -9.8999999999999986E+001    -9.8999999999999986E+001     0.0000000000000000E+000    -9.8999999999999986E+001     1.8127768846953351E-003     1.6221815254103666E-001     1.6221815254103666E-001    -1.3942672895474555E-012    -4.1072883976513757E-013     6.9991254490348149E+000     6.9991254490338619E+000    -1.1855000587136677E+001     7.5700000000000023E-001     2.5753670467205388E-005     2.4197424632953271E-001     1.7208053054058482E-004     5.0407927341824513E-005     4.6688364896251179E-004     1.1386814944335024E-006     1.0269720867421450E-004     6.7096501175682207E-006     2.0008235286875326E-004     1.2059224419500939E-035     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000    -1.5811246489862818E-001    -5.4131669988553597E+000 
                          5     4.4105284641241420E+000    -8.5848383603590399E+000     4.0058318021903254E+000     3.9742431472934475E-001     2.1402941559073233E+003     3.3304734656427191E+000     1.5908217032481813E-003     4.0710535076882351E+001                           0     2.4604594787886455E+006     6.4724094651309480E-010    -5.3275511113687770E+015     9.1537792081990183E-015    -1.6565763196553238E+001     6.1612690248807012E-001    -1.2564937855664558E+001     9.9999999999999700E-001     9.9999999999833133E-001     2.4970331888252053E+000     2.5735254305038423E+004     8.4905482538475163E-001    -7.1064265476536215E-002     1.0135187842602514E+004     8.9085250223170254E-001     3.9556376063736147E+000     3.2107109640573150E-001     8.1345323972622874E-001     1.2231471694662732E+000     8.7850392403423183E-001     4.9385222782299620E-001     1.2388814601512564E-035     0.0000000000000000E+000     0.0000000000000000E+000    -2.1290723657318164E+005     2.1868129965868416E+008    -9.8999999999999986E+001    -9.8999999999999986E+001     0.0000000000000000E+000    -9.8999999999999986E+001     1.8196543551248408E-003     1.6593318329920836E-001     1.6593318329920836E-001    -1.3906800928617013E-012    -4.1004908131216252E-013     6.9991254490329089E+000     6.9991254490319559E+000    -1.1777628093091074E+001     7.5700000000000023E-001     2.5753670467205391E-005     2.4197424632953271E-001     1.7208053054058482E-004     5.0407927341824506E-005     4.6688364896251179E-004     1.1386814944335024E-006     1.0269720867421451E-004     6.7096501175682207E-006     2.0008235286875326E-004     1.2388814601512566E-035     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000    -1.5489878196612739E-001    -5.4058952886073257E+000 
                          6     4.4138225069106376E+000    -8.5680642751452929E+000     4.0251515961845445E+000     3.9741471744520723E-001     2.1402941561174312E+003     3.3304734656853525E+000     1.5902756190189402E-003     4.0651176798199131E+001                           0     2.4684510397541467E+006     6.4561692402789739E-010    -5.3276398872515650E+015     9.1508391921007788E-015    -1.6537462768222078E+001     6.1612762603341786E-001    -1.2263907860000579E+001     5.0000000000000189E-001     9.9999999999805900E-001     2.4969780085887039E+000     2.5931193559473490E+004     8.8020024487275472E-001    -5.5418514951815614E-002     1.0596235361217683E+004     8.9238565640394285E-001     3.9757041773002881E+000     3.2171838509635253E-001     8.1435966783386560E-001     1.2231471694662732E+000     8.7850392403423183E-001     5.0086837996534694E-001     1.2876715022957451E-035     0.0000000000000000E+000     0.0000000000000000E+000    -1.9747863210718377E+005     2.1952541550767744E+008    -9.8999999999999986E+001    -9.8999999999999986E+001     0.0000000000000000E+000    -9.8999999999999986E+001     1.8302710712476786E-003     1.6947806973380269E-001     1.6947806973380269E-001    -1.3855413739443242E-012    -4.0903995614174912E-013     6.9991254490310020E+000     6.9991254490290968E+000    -1.1711977896883896E+001     7.5700000000000023E-001     2.5753670467205388E-005     2.4197424632953271E-001     1.7208053054058482E-004     5.0407927341824499E-005     4.6688364896251179E-004     1.1386814944335024E-006     1.0269720867421450E-004     6.7096501175682216E-006     2.0008235286875326E-004     1.2876715022957451E-035     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000    -1.5180878956880250E-001    -5.3957092889665681E+000 
                          7     4.4181362695446440E+000    -8.5470201628987148E+000     4.0496452179888722E+000     3.9739624831842324E-001     2.1402941565071951E+003     3.3304734657644408E+000     1.5892247951849216E-003     4.0581414421404205E+001                           0     2.4791469977120664E+006     6.4239081093595908E-010    -5.3278253904398930E+015     9.1451813983333315E-015    -1.6503563449860518E+001     6.1612605426648792E-001    -1.2263907860000579E+001     9.9999999999999922E-001     9.9999999999751443E-001     2.4968718225219906E+000     2.6190046502168818E+004     9.4350967414411269E-001    -2.5253642498662094E-002     1.1211022340206689E+004     8.9416444544745133E-001     4.0010626150653206E+000     3.2246539684928316E-001     8.1468232198570667E-001     1.2231471694662732E+000     8.7850392403423183E-001     5.0946950901901755E-001     1.3516081236062611E-035     0.0000000000000000E+000     0.0000000000000000E+000    -1.7948494942384449E+005     2.2125408431688192E+008    -9.8999999999999986E+001    -9.8999999999999986E+001     0.0000000000000000E+000    -9.8999999999999986E+001     1.8447095102231599E-003     1.7614957519904287E-001     1.7614957519904287E-001    -1.3790945385667860E-012    -4.0771844134676079E-013     6.9991254490271908E+000     6.9991254490252848E+000    -1.1604568262308449E+001     7.5700000000000023E-001     2.5753670467205388E-005     2.4197424632953271E-001     1.7208053054058482E-004     5.0407927341824513E-005     4.6688364896251179E-004     1.1386814944335024E-006     1.0269720867421450E-004     6.7096501175682207E-006     2.0008235286875326E-004     1.3516081236062611E-035     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000    -1.4594231577377501E-001    -5.3832927019880046E+000 
                          8     4.4223637138748328E+000    -8.5273186934186196E+000     4.0728371544501787E+000     3.9737865060055499E-001     2.1402941568614433E+003     3.3304734658363229E+000     1.5882236334238543E-003     4.0522194084328554E+001                           0     2.4898386617548568E+006     6.3922442516537125E-010    -5.3279979566135590E+015     9.1397905600005530E-015    -1.6473829753161187E+001     6.1611683474032353E-001    -1.2263907860000579E+001     1.0000000000000000E+000     9.9999999999696976E-001     2.4967706507191831E+000     2.6446226543996811E+004     1.0080907973941353E+000     3.4996501961738046E-003     1.1825980388351352E+004     8.9568435911047561E-001     4.0249921448627868E+000     3.2309291502566762E-001     8.1380870843945641E-001     1.2231471694662732E+000     8.7850392403423183E-001     5.1733970631395498E-001     1.4143398992257256E-035     0.0000000000000000E+000     0.0000000000000000E+000    -1.6399924195847963E+005     2.2300981176047477E+008    -9.8999999999999986E+001    -9.8999999999999986E+001     0.0000000000000000E+000    -9.8999999999999986E+001     1.8594446629091289E-003     1.8232958822480844E-001     1.8232958822480844E-001    -1.3730590207426957E-012    -4.0642337009612409E-013     6.9991254490233779E+000     6.9991254490214727E+000    -1.1518525691528206E+001     7.5700000000000023E-001     2.5753670467205388E-005     2.4197424632953271E-001     1.7208053054058482E-004     5.0407927341824513E-005     4.6688364896251179E-004     1.1386814944335024E-006     1.0269720867421450E-004     6.7096501175682207E-006     2.0008235286875326E-004     1.4143398992257256E-035     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000    -1.4044956771266698E-001    -5.3720461211682853E+000 
                          9     4.4259661454520671E+000    -8.5111572545785794E+000     4.0920475715388527E+000     3.9736183135517578E-001     2.1402941571851275E+003     3.3304734659020023E+000     1.5872668351774887E-003     4.0476208224127014E+001                           0     2.4990909737364110E+006     6.3611761528591839E-010    -5.3281651966781960E+015     9.1346382061017484E-015    -1.6450024809124447E+001     6.1610297173186779E-001    -1.2395122575275979E+001     1.3527411934014550E+000     9.9999999999642519E-001     2.4966739582977322E+000     2.6666507830508654E+004     1.0738581270603995E+000     3.0946908267880973E-002     1.2360828234715478E+004     8.9683111431088203E-001     4.0447582386314771E+000     3.2355332012093735E-001     8.1296863167616673E-001     1.2231471694662732E+000     8.7850392403423183E-001     5.2370065439878766E-001     1.4679677466341108E-035     0.0000000000000000E+000     0.0000000000000000E+000    -1.5218412974974411E+005     2.2478937592245153E+008    -9.8999999999999986E+001    -9.8999999999999986E+001     0.0000000000000000E+000    -9.8999999999999986E+001     1.8723998516120273E-003     1.8806119615937059E-001     1.8806119615937059E-001    -1.3681079869736734E-012    -4.0531977062017555E-013     6.9991254490195667E+000     6.9991254490181580E+000    -1.1446743485916340E+001     7.5700000000000023E-001     2.5753670467205391E-005     2.4197424632953271E-001     1.7208053054058482E-004     5.0407927341824506E-005     4.6688364896251174E-004     1.1386814944335024E-006     1.0269720867421450E-004     6.7096501175682207E-006     2.0008235286875326E-004     1.4679677466341105E-035     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000    -1.3529643516393744E-001    -5.3630895454827154E+000 
